No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
998,Baxcalibur,Baxcalibur,9,2.1,210.0,Dragon,Ice,Thermal Exchange,,Ice Body,50.0,50.0,0,40,Dragon,Mineral,10,300,1250000,Ordinary,115,145,92,75,86,87,600,0,0
999,Gimmighoul,Gimmighoul Chest Form,9,0.3,5.0,Ghost,,Rattled,,,0.0,0.0,100,50,Undiscovered,,45,60,1250000,Ordinary,45,30,70,75,70,10,300,0,0
1000,Gholdengo,Gholdengo,9,1.2,30.0,Steel,Ghost,Good as Gold,,,0.0,0.0,100,50,Undiscovered,,45,275,1250000,Ordinary,87,60,95,133,91,84,550,0,0
1001,Wo-Chien,Wo-Chien,9,1.5,74.2,Dark,Grass,Tablets of Ruin,,,0.0,0.0,100,50,Undiscovered,,6,285,1250000,Semi-Legendary,85,85,100,95,135,70,570,0,0
1002,Chien-Pao,Chien-Pao,9,1.9,152.2,Dark,Ice,Sword of Ruin,,,0.0,0.0,100,50,Undiscovered,,6,285,1250000,Semi-Legendary,80,120,80,90,65,135,570,0,0
1003,Ting-Lu,Ting-Lu,9,2.7,699.7,Dark,Ground,Vessel of Ruin,,,0.0,0.0,100,50,Undiscovered,,6,285,1250000,Semi-Legendary,155,110,125,55,80,45,570,0,0
1004,Chi-Yu,Chi-Yu,9,0.4,4.9,Dark,Fire,Beads of Ruin,,,0.0,0.0,100,50,Undiscovered,,6,285,1250000,Semi-Legendary,55,80,80,135,120,100,570,0,0
1005,Roaring Moon,Roaring Moon,9,2.0,380.0,Dragon,Dark,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,10,295,1250000,Semi-Legendary,105,139,71,55,101,119,590,0,0
1006,Iron Valiant,Iron Valiant,9,1.4,35.0,Fairy,Fighting,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,10,295,1250000,Semi-Legendary,74,130,90,120,60,116,590,0,0
1007,Koraidon,Koraidon,9,2.5,303.0,Fighting,Dragon,Orichalcum Pulse,,,0.0,0.0,100,50,Undiscovered,,3,335,1250000,Legendary,100,135,115,85,100,135,670,0,0
1008,Miraidon,Miraidon,9,3.5,240.0,Electric,Dragon,Hadron Engine,,,0.0,0.0,100,50,Undiscovered,,3,335,1250000,Legendary,100,85,100,135,115,135,670,0,0
1009,Walking Wake,Walking Wake,9,3.5,280.0,Water,Dragon,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,5,295,1250000,Semi-Legendary,99,83,91,125,83,109,590,0,0
1010,Iron Leaves,Iron Leaves,9,1.5,125.0,Grass,Psychic,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,5,295,1250000,Semi-Legendary,90,130,88,70,108,104,590,0,0
